Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
0,152.0304145233011,0.18746081504702194,1.8989271763043525,0.2185897435897436
1,0.8834744204174388,0.26426332288401255,0.5636402448018392,0.3435897435897436
2,0.406564006442934,0.35078369905956114,0.3839944197581365,0.3608974358974359
3,0.27937809653043,0.42178683385579935,0.27597159376511204,0.441025641025641
4,0.2184771042725883,0.46927899686520375,0.22934817304978003,0.4641025641025641
5,0.18430314586267202,0.5122257053291536,0.1859562418399713,0.5384615384615384
6,0.1622055445345218,0.5526645768025078,0.16350507896680097,0.5698717948717948
7,0.1440314416414518,0.5811912225705329,0.14770162946138626,0.5955128205128205
8,0.13218451065703246,0.6009404388714733,0.16088868104494536,0.507051282051282
9,0.12898264667924295,0.6126959247648903,0.18769419590632122,0.39166666666666666
10,0.1226125699692759,0.631191222570533,0.17408094688867912,0.4467948717948718
11,0.11986370924217947,0.6346394984326019,0.15953265260427427,0.47435897435897434
12,0.12104605328420114,0.6244514106583072,0.1547093405937537,0.491025641025641
13,0.1273008928216737,0.6175548589341693,0.1441792076978928,0.5461538461538461
14,0.1328375584746603,0.6015673981191223,0.14741993928566957,0.5878205128205128
15,0.12415370939293625,0.6230407523510971,0.1849117358525594,0.5025641025641026
16,0.12761414612068278,0.627742946708464,0.19652885183309898,0.46794871794871795
17,0.12807206868845095,0.6330721003134796,0.19596437506186656,0.4782051282051282
18,0.12723585253225225,0.633385579937304,0.1915588868734164,0.5429487179487179
19,0.12378501846311982,0.631974921630094,0.1759974935115912,0.5935897435897436
20,0.12089575938296543,0.631974921630094,0.13982774118582408,0.6288461538461538
21,0.11876843681903468,0.6329153605015674,0.11960129038645671,0.6705128205128205
22,0.11931989338704412,0.638871473354232,0.10026911917405251,0.725
23,0.12824071821841326,0.6269592476489029,0.09048419892787933,0.7410256410256411
24,0.13457742009230167,0.6114420062695924,0.10492879901176844,0.708974358974359
25,0.14414101194438517,0.5909090909090909,0.12599923820831838,0.657051282051282
26,0.15393546723459955,0.5663009404388715,0.1319548119719212,0.6314102564102564
27,0.159518878423495,0.5545454545454546,0.12579991064774684,0.6153846153846154
28,0.16245049857607455,0.5470219435736677,0.11799446585086676,0.6128205128205129
29,0.16353312534131226,0.5501567398119123,0.11382451229370558,0.610897435897436
30,0.16201606972557625,0.5532915360501567,0.11217839477153925,0.6192307692307693
31,0.16126068700163343,0.5540752351097179,0.10794705672141833,0.6339743589743589
32,0.16072732410087107,0.5572100313479624,0.10318668897335347,0.657051282051282
33,0.16212291371859727,0.556269592476489,0.10166757855659876,0.6532051282051282
34,0.16247571639973543,0.5579937304075235,0.10370915207343223,0.6448717948717949
35,0.16225398383731005,0.5612852664576803,0.1053777739405632,0.6326923076923077
36,0.16200706456615632,0.567398119122257,0.10814121109552872,0.6211538461538462
37,0.16115118243664409,0.5705329153605015,0.10982949328728212,0.6230769230769231
38,0.16002168851586346,0.577115987460815,0.11251091368687459,0.6019230769230769
39,0.15902063243067752,0.5807210031347962,0.11369205931058297,0.5974358974358974
40,0.15798945236355533,0.5855799373040752,0.11662539610495934,0.5846153846153846
41,0.15647371351999176,0.5907523510971787,0.1178461043880536,0.5647435897435897
42,0.15553710909566162,0.5937304075235109,0.11891584893067678,0.5583333333333333
43,0.15195339011921777,0.603448275862069,0.11814903907286815,0.5673076923076923
44,0.15103913817005846,0.6090909090909091,0.11839252228920276,0.5756410256410256
45,0.14994866619102634,0.618808777429467,0.11380764654813669,0.5884615384615385
46,0.1478339142840484,0.6239811912225706,0.11449006849374527,0.607051282051282
47,0.14613388712316472,0.629153605015674,0.11095281541347504,0.6314102564102564
48,0.1419759937541612,0.6363636363636364,0.1072032718322216,0.6378205128205128
49,0.1395979625911548,0.6387147335423198,0.10284528736120616,0.6474358974358975
50,0.1359474433346602,0.6523510971786833,0.10235254176152059,0.6679487179487179
51,0.1375563972936155,0.653448275862069,0.10274041314155627,0.6724358974358975
52,0.13767091570229367,0.6562695924764891,0.0993407109226936,0.6916666666666667
53,0.13218016611371294,0.6636363636363637,0.09303068476609695,0.7211538461538461
54,0.12820343007581736,0.6705329153605015,0.09255839173610393,0.717948717948718
55,0.13038795105529055,0.6719435736677116,0.09114646502794363,0.725
56,0.12998364654174047,0.6719435736677116,0.08835912159620188,0.7211538461538461
57,0.11904458527841538,0.6880877742946708,0.09177226160581295,0.6929487179487179
58,0.115701382249874,0.685423197492163,0.09315562809889133,0.691025641025641
59,0.12007561072847313,0.6782131661442006,0.09433997112971086,0.6903846153846154
60,0.13037389085677725,0.6575235109717869,0.102461331929916,0.6564102564102564
61,0.1247776045180787,0.6543887147335423,0.11676684617996216,0.6064102564102564
62,0.11049314895206858,0.7054858934169279,0.14319030290994889,0.6083333333333333
63,0.10299019142751784,0.7249216300940439,0.13985224939309635,0.6057692307692307
64,0.10045831370690025,0.7307210031347963,0.1409366195018475,0.5801282051282052
65,0.10573622764184556,0.7272727272727273,0.14431454023489584,0.5692307692307692
66,0.11442123147948034,0.7144200626959247,0.14641995517871317,0.5814102564102565
67,0.11410024770561804,0.7153605015673982,0.16815610497425765,0.558974358974359
68,0.12865516308426483,0.686050156739812,0.210768406971907,0.5814102564102565
69,0.14666029424129234,0.6269592476489029,0.18282629969792488,0.6576923076923077
70,0.13095473241656552,0.6434169278996865,0.12929064493912917,0.657051282051282
71,0.11401464961539241,0.6815047021943573,0.11101046365041,0.7230769230769231
72,0.11381238623752864,0.6815047021943573,0.1228074509363908,0.6679487179487179
73,0.09228409279756786,0.7327586206896551,0.11140278386764037,0.6884615384615385
74,0.09014828092999592,0.7473354231974921,0.11096001458473695,0.6923076923076923
75,0.09309711500208206,0.7377742946708464,0.1133165961656815,0.6884615384615385
76,0.10095949569559397,0.7280564263322884,0.12749959146365142,0.6724358974358975
77,0.12475996538763136,0.6719435736677116,0.14652171624012483,0.6294871794871795
78,0.12463616264931461,0.6758620689655173,0.09179457769944117,0.691025641025641
79,0.08157693785279523,0.7744514106583072,0.12743381131918002,0.6519230769230769
80,0.09415524436575493,0.7452978056426333,0.09962435891995063,0.7070512820512821
81,0.08611691760886052,0.7730407523510971,0.08632477827561208,0.7371794871794872
82,0.0810640152438681,0.7885579937304075,0.08263210849120067,0.7506410256410256
83,0.08011070284817286,0.7979623824451411,0.07498978731723932,0.7891025641025641
84,0.07768837786673752,0.8012539184952978,0.07280189876372997,0.7782051282051282
85,0.07560934349193842,0.8056426332288401,0.07431468787865761,0.7685897435897436
86,0.07276378327682848,0.8098746081504702,0.07697155263561468,0.7589743589743589
87,0.07585058732653113,0.7968652037617555,0.0775891257975346,0.7467948717948718
88,0.07883913699175497,0.784012539184953,0.07437689969172845,0.7858974358974359
89,0.07861907958610678,0.7802507836990595,0.06565146851233947,0.7897435897435897
90,0.07123830118990243,0.8037617554858935,0.06505739222734402,0.7846153846153846
91,0.06685021754155712,0.8224137931034483,0.06516826385870958,0.7846153846153846
92,0.06899784469398959,0.8197492163009404,0.06449976571095295,0.7897435897435897
93,0.0638393300033662,0.8324451410658307,0.06837220562574191,0.8096153846153846
94,0.06020865292758403,0.843103448275862,0.07492552594496654,0.8051282051282052
95,0.06277099486241894,0.8413793103448276,0.07053213711732473,0.8064102564102564
96,0.06317096655271644,0.8394984326018808,0.05915487935909858,0.8256410256410256
97,0.06926117323595903,0.829153605015674,0.059759589533011116,0.8192307692307692
98,0.061429430824648995,0.8509404388714733,0.06027594269850315,0.8153846153846154
99,0.06382118228554352,0.8384012539184953,0.05958823500535427,0.8057692307692308
