Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
0,0.09322981688202735,0.4952978056426332,0.08701330717557516,0.5307692307692308
1,0.06773585314427423,0.6778996865203761,0.06992258660686322,0.6897435897435897
2,0.059161277103666976,0.7125391849529781,0.06244621210946487,0.6653846153846154
3,0.05272627933225288,0.7551724137931034,0.050834665361505285,0.7487179487179487
4,0.0386588050198499,0.8231974921630094,0.04000399862535489,0.825
5,0.032519010516309815,0.8663009404388715,0.040935685189488605,0.8403846153846154
6,0.027040508297216555,0.8891849529780564,0.03615636628789779,0.8519230769230769
7,0.023571019952527035,0.9018808777429467,0.037011213772572,0.841025641025641
8,0.05114504246969582,0.7605015673981191,0.05255868249596694,0.7717948717948718
9,0.034507152509399716,0.8590909090909091,0.05429298977057139,0.7762820512820513
10,0.04981305366586368,0.7608150470219436,0.04970120046383295,0.7775641025641026
11,0.03456403361896176,0.8554858934169279,0.04458880520974978,0.8070512820512821
12,0.02727473648119029,0.8896551724137931,0.03884616971780092,0.8320512820512821
13,0.02170890133979739,0.9148902821316615,0.03848470606100865,0.833974358974359
14,0.02112083783122159,0.9170846394984326,0.03692607885369888,0.8487179487179487
15,0.01892095793207938,0.9258620689655173,0.03776879048882387,0.8403846153846154
16,0.018927969694499593,0.9230407523510972,0.03492434263611451,0.8538461538461538
17,0.015929715152899954,0.9369905956112853,0.03587135369770038,0.8544871794871794
18,0.016569226624905408,0.9343260188087774,0.03468612575760255,0.8538461538461538
19,0.01522703743963079,0.9410658307210031,0.035563635892975023,0.8532051282051282
20,0.014117263695137534,0.9452978056426332,0.034596519076671356,0.8576923076923076
21,0.01293723234136043,0.9484326018808777,0.03599503517915041,0.8564102564102564
22,0.013159200672328846,0.9476489028213166,0.03540920452811779,0.8480769230769231
23,0.012048527658522877,0.9526645768025078,0.03727898110563938,0.8403846153846154
24,0.014855389003598111,0.941692789968652,0.035999351224073994,0.8583333333333333
25,0.012434809845010969,0.9510971786833856,0.034379049619803065,0.8615384615384616
26,0.01215920017530038,0.9537617554858934,0.037219523313717966,0.8506410256410256
27,0.012119656977561948,0.95141065830721,0.03724520999269608,0.8506410256410256
28,0.010892361017720639,0.9557993730407524,0.03714868277311325,0.8544871794871794
29,0.010620184880053642,0.9570532915360501,0.03787059998856141,0.8519230769230769
30,0.01115402257840695,0.9547021943573668,0.03728590422333815,0.8583333333333333
31,0.010103173375561787,0.9595611285266458,0.036125756016908546,0.8596153846153847
32,0.009757405080683646,0.9605015673981191,0.03597910438592617,0.8583333333333333
33,0.011804051632733088,0.9543887147335424,0.03756236041394564,0.8442307692307692
34,0.01017621371918431,0.9590909090909091,0.03548788979458503,0.8538461538461538
35,0.009430954196318097,0.9605015673981191,0.03591360906377817,0.8576923076923076
36,0.008996172782127106,0.9622257053291536,0.034123268971840544,0.8705128205128205
37,0.009924836596620027,0.9578369905956113,0.0350110950282751,0.8692307692307693
38,0.009564836288227184,0.9605015673981191,0.035304674219626644,0.8634615384615385
39,0.009612049602357477,0.9603448275862069,0.04196078700897021,0.8384615384615385
40,0.011481519534798531,0.9534482758620689,0.04137328473421244,0.8423076923076923
41,0.023580878553182166,0.9094043887147335,0.03432536161480806,0.8621794871794872
42,0.015854846614012992,0.9396551724137931,0.03628946022154429,0.8538461538461538
43,0.011245444992434548,0.954858934169279,0.03433198460783714,0.8576923076923076
44,0.009661509624469242,0.9606583072100313,0.03469008507254796,0.8602564102564103
45,0.008674841079288703,0.963166144200627,0.03432726920224153,0.8641025641025641
46,0.008382217572902717,0.9636363636363636,0.0358546087757135,0.8551282051282051
47,0.008206085434481269,0.9642633228840125,0.03550438206547346,0.860897435897436
48,0.008135102851006866,0.9636363636363636,0.03606468477310278,0.860897435897436
49,0.00799593154580382,0.965203761755486,0.03586936738246527,0.8634615384615385
50,0.009071055846434776,0.9622257053291536,0.039751419940820105,0.8442307692307692
51,0.009563230717303611,0.9595611285266458,0.035635626163238135,0.8628205128205129
52,0.009941887253235594,0.9590909090909091,0.03457447840617253,0.8628205128205129
53,0.009163123169230724,0.9615987460815048,0.0350526634317178,0.8621794871794872
54,0.00845580989973719,0.9641065830721003,0.03618513653293634,0.8557692307692307
55,0.0078642185882528,0.9653605015673982,0.03496328939994176,0.8589743589743589
56,0.007716400152930646,0.965987460815047,0.03573040270652526,0.8576923076923076
57,0.00767829484571951,0.965987460815047,0.035297631052060005,0.8653846153846154
58,0.007783636265086904,0.9650470219435736,0.036363376390475495,0.8583333333333333
59,0.009957572500744022,0.9584639498432602,0.03588610513088031,0.8544871794871794
60,0.014096783607217212,0.9418495297805642,0.04040878103711666,0.8307692307692308
61,0.025762073783828734,0.8832288401253918,0.03410890322083082,0.8660256410256411
62,0.014615740405751807,0.940282131661442,0.04012408562195607,0.8391025641025641
63,0.012379545841342697,0.9509404388714734,0.03634230603392308,0.860897435897436
64,0.009909237178515492,0.9594043887147335,0.034004268852564,0.8653846153846154
65,0.010329797301371364,0.9570532915360501,0.03673629032877775,0.8557692307692307
66,0.008678064319278846,0.9630094043887147,0.037317793109478095,0.860897435897436
67,0.00943354665941112,0.9587774294670847,0.03629278259781691,0.8615384615384616
68,0.008024230126443328,0.9656739811912226,0.03356923483885252,0.8628205128205129
69,0.007684192499642181,0.9658307210031348,0.03485140187235979,0.8621794871794872
70,0.008604640474829088,0.963166144200627,0.03561035759555988,0.8525641025641025
71,0.007487598979162478,0.9667711598746082,0.03528279679325911,0.860897435897436
72,0.00716654627837918,0.9670846394984326,0.035026258994371465,0.8653846153846154
73,0.007140459586810729,0.9680250783699059,0.036110854320801224,0.8634615384615385
74,0.007129641377650271,0.9672413793103448,0.03521196504051869,0.8673076923076923
75,0.007099938460371711,0.9669278996865204,0.03603347281997021,0.8653846153846154
76,0.010657566852085175,0.9551724137931035,0.03593207870920499,0.8621794871794872
77,0.010455064520496746,0.9557993730407524,0.03569425157247445,0.8615384615384616
78,0.010184732945139599,0.956269592476489,0.034506317457327476,0.8525641025641025
79,0.009185131350211028,0.9625391849529781,0.03900975753099491,0.8506410256410256
80,0.012962949504275867,0.95,0.0397737341431471,0.8519230769230769
81,0.009476823061938196,0.9603448275862069,0.039039610746579294,0.8532051282051282
82,0.00816609111634962,0.9636363636363636,0.03584382751813302,0.8634615384615385
83,0.0076523123183477445,0.965987460815047,0.03616307095075265,0.8653846153846154
84,0.01149364024383194,0.9503134796238244,0.034685193174160446,0.8756410256410256
85,0.008248463956212922,0.9641065830721003,0.03617195009421079,0.8596153846153847
86,0.007213709018482216,0.9675548589341693,0.03659265988912338,0.8596153846153847
87,0.006923565535943336,0.9678683385579937,0.03591756280034016,0.867948717948718
88,0.008491738947826587,0.9626959247648903,0.035309042915319784,0.8666666666666667
89,0.00787558012253672,0.9663009404388715,0.03970078289126738,0.8480769230769231
90,0.009336619355882224,0.9603448275862069,0.03950035780286178,0.8455128205128205
91,0.027370146108458407,0.8866771159874608,0.04423414193666898,0.8243589743589743
92,0.018451084633325707,0.9274294670846395,0.05390676374618824,0.7416666666666667
93,0.02171601068263517,0.9123824451410658,0.044887651006380716,0.8141025641025641
