Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
0,0.09503139525091386,0.4647335423197492,0.08630800881446936,0.5192307692307693
1,0.06428618076312878,0.691692789968652,0.05952185675119742,0.7019230769230769
2,0.04885386754072572,0.7681818181818182,0.048904920923404205,0.767948717948718
3,0.03655672574468354,0.8289968652037617,0.0427189252888545,0.8064102564102564
4,0.03111858339250368,0.8689655172413793,0.0349548407472097,0.8397435897435898
5,0.02182137321061849,0.9095611285266457,0.03465780772459812,0.8474358974358974
6,0.01825104419340534,0.925705329153605,0.03274113381138215,0.8467948717948718
7,0.015244683110940512,0.9390282131661442,0.03245031965466646,0.860897435897436
8,0.014267393348440762,0.9435736677115988,0.032642912062314844,0.8583333333333333
9,0.013553873970987841,0.9463949843260188,0.031875919244992425,0.8641025641025641
10,0.015277091689045806,0.9412225705329154,0.035071758792186394,0.8564102564102564
11,0.013760744147353038,0.9446708463949843,0.03400017913335409,0.8596153846153847
12,0.015230065225083439,0.9399686520376176,0.03435630433452435,0.8576923076923076
13,0.01219254432211055,0.9515673981191223,0.03231050656774105,0.8628205128205129
14,0.010232834123822402,0.9594043887147335,0.03298952917640026,0.860897435897436
15,0.009712980873006918,0.959717868338558,0.03410022268310571,0.8576923076923076
16,0.01329464855075443,0.943730407523511,0.03614917951516616,0.8480769230769231
17,0.013553009509199465,0.9446708463949843,0.03480962174825179,0.8519230769230769
18,0.013115509609957474,0.94717868338558,0.035375053340043774,0.857051282051282
19,0.019946407587457228,0.9142633228840126,0.03693034811279713,0.8493589743589743
20,0.013046973019394567,0.94858934169279,0.03530990886382568,0.8532051282051282
21,0.011118897777868196,0.9534482758620689,0.03753270424711399,0.842948717948718
22,0.009856341118547704,0.9601880877742947,0.0355385687870857,0.8525641025641025
23,0.008645524269956687,0.9628526645768025,0.0371114136889959,0.8525641025641025
24,0.008495715358309144,0.9639498432601881,0.03515940516805038,0.8576923076923076
25,0.008401158706906914,0.9639498432601881,0.03593773148380793,0.85
26,0.008452050563613636,0.9642633228840125,0.03713884984071438,0.841025641025641
27,0.0076961322386857114,0.9658307210031348,0.036186483979989324,0.857051282051282
28,0.008408957895265197,0.9620689655172414,0.03368525879505353,0.8660256410256411
29,0.008363365955055227,0.9625391849529781,0.03462366247788454,0.860897435897436
30,0.008022381814027374,0.9644200626959247,0.03568437095635976,0.8532051282051282
31,0.008324311373223986,0.9641065830721003,0.04144244763331536,0.8256410256410256
32,0.010122847769607944,0.9584639498432602,0.036358729195900455,0.8480769230769231
33,0.010959747236303776,0.9539184952978056,0.03909919309692505,0.8442307692307692
34,0.012092784439800395,0.95282131661442,0.03708588498143049,0.8525641025641025
35,0.0096420778078392,0.9598746081504702,0.03739120092911598,0.8467948717948718
36,0.010647760177772714,0.9551724137931035,0.03523123356012198,0.8538461538461538
37,0.008611223408164089,0.963166144200627,0.03553207577803196,0.8544871794871794
38,0.00817605509425639,0.9641065830721003,0.03469360209046266,0.8557692307692307
39,0.008144513292232277,0.9648902821316614,0.04039895353026879,0.8314102564102565
40,0.009946134745444063,0.9581504702194358,0.03793655991172179,0.8435897435897436
41,0.008352467865569278,0.9647335423197492,0.03615652215786469,0.8544871794871794
42,0.007376098862869613,0.967398119122257,0.035475226606314,0.8557692307692307
43,0.007035599443419227,0.9675548589341693,0.03567250753060365,0.8532051282051282
44,0.006946207413619215,0.9683385579937304,0.036303333460520476,0.857051282051282
45,0.006967262763728542,0.9681818181818181,0.0364018643513704,0.8538461538461538
46,0.006901274247789831,0.9678683385579937,0.03677250815507693,0.8435897435897436
47,0.008916899577647354,0.9615987460815048,0.03422835218982819,0.8647435897435898
48,0.009319633195252627,0.9600313479623824,0.034644231295738466,0.8589743589743589
49,0.009189123050149144,0.961755485893417,0.03769359594354263,0.8551282051282051
50,0.008284340909212174,0.9639498432601881,0.036440238929711856,0.8506410256410256
51,0.007933250728842793,0.9655172413793104,0.03494184324756647,0.8538461538461538
52,0.007766765043676647,0.9664576802507837,0.03556273243366144,0.8589743589743589
53,0.007970579297553316,0.9658307210031348,0.03541638436607825,0.8589743589743589
54,0.009309528172191314,0.9625391849529781,0.037168982472175205,0.85
55,0.008291801668960472,0.9644200626959247,0.036400590607753164,0.8512820512820513
56,0.00803149073971523,0.9644200626959247,0.03638687475751608,0.8480769230769231
57,0.010147965625862716,0.9575235109717868,0.034751024498389314,0.8525641025641025
58,0.008426074201947657,0.9626959247648903,0.036437564247693774,0.8532051282051282
59,0.008187668164462132,0.9634796238244514,0.03674026859494356,0.8467948717948718
60,0.008230237459302603,0.9639498432601881,0.03624817138681045,0.8525641025641025
61,0.008945368622432589,0.9615987460815048,0.03502172502951744,0.8621794871794872
62,0.0071514072868867915,0.967398119122257,0.0337292750676473,0.8621794871794872
63,0.007321322007180661,0.9664576802507837,0.03505495140949885,0.8544871794871794
64,0.008375570905572942,0.9626959247648903,0.037348491029861645,0.8544871794871794
65,0.008348663848150393,0.9633228840125392,0.03523977074103478,0.8538461538461538
66,0.007023353823592016,0.9677115987460815,0.0356141033462989,0.8519230769230769
67,0.006618061929439022,0.969435736677116,0.0361182682407208,0.8551282051282051
